Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,day_of_week,month,is_peak_hour,is_weekend,Load_Type_encoded,usage_lag1,usage_lag4,usage_rolling_mean,usage_rolling_std
58.14,0.0,85.41,100.0,43200,12,2,3,1,0,2,89.68,98.75,91.10750000000003,7.1203809589110945
4.25,17.28,95.5,62.07,44100,12,2,3,1,0,1,95.47,97.6,70.12750000000004,38.05401019165627
0.0,25.42,100.0,21.44,45000,12,2,3,1,0,1,13.68,81.68,51.10250000000003,48.06051766609818
0.0,24.91,100.0,21.86,45900,12,2,3,1,0,1,5.58,89.68,30.077500000000025,43.761901524042464
0.0,25.09,100.0,22.38,46800,13,2,3,1,0,1,5.58,95.47,7.650000000000025,4.020895422661272
4.0,5.69,99.22,98.43,47700,13,2,3,1,0,2,5.76,13.68,12.167500000000025,13.055275753502137
18.22,0.04,95.23,100.0,48600,13,2,3,1,0,2,31.75,5.58,24.992500000000028,24.557488165526777
15.95,0.04,95.75,100.0,49500,13,2,3,1,0,2,56.88,5.58,36.83750000000003,23.475735522733416
23.69,0.0,92.16,100.0,50400,14,2,3,1,0,2,52.96,5.76,49.45500000000003,11.927325769006263
27.68,0.0,92.04,100.0,51300,14,2,3,1,0,2,56.23,31.75,57.807500000000026,5.193145321800518
23.4,0.0,92.3,100.0,52200,14,2,3,1,0,2,65.16,56.88,57.61750000000002,5.251960744966763
11.95,0.0,96.58,100.0,53100,14,2,3,1,0,2,56.12,52.96,55.510000000000026,8.457213883228368
16.56,0.0,94.68,100.0,54000,15,2,3,1,0,2,44.53,56.23,53.63750000000002,9.052860965831169
16.27,0.0,95.46,100.0,54900,15,2,3,1,0,2,48.74,65.16,50.380000000000024,4.930253543176177
16.63,0.0,94.75,100.0,55800,15,2,3,1,0,2,52.13,56.12,48.67000000000002,3.1351873947182702
16.34,0.0,95.26,100.0,56700,15,2,3,1,0,2,49.28,44.53,50.32750000000002,1.5873956658631818
23.4,0.0,93.45,100.0,57600,16,2,3,1,0,2,51.16,48.74,53.505000000000024,5.427193872834863
31.97,0.0,94.83,100.0,58500,16,2,3,1,0,2,61.45,52.13,64.35750000000002,21.46552953768768
22.07,0.0,93.48,100.0,59400,16,2,3,1,0,2,95.54,49.28,66.55500000000002,19.792191221119086
41.62,0.0,93.85,100.0,60300,16,2,3,1,0,2,58.07,51.16,82.04250000000002,26.746363459979964
20.56,0.0,95.73,100.0,61200,17,2,3,1,0,2,113.11,61.45,83.70000000000003,25.205918617129438
42.26,0.0,93.74,100.0,62100,17,2,3,1,0,1,68.08,95.54,88.24500000000002,29.350762057114544
26.21,0.0,96.05,100.0,63000,17,2,3,1,0,1,113.72,58.07,96.33500000000002,21.732102981534613
34.96,0.0,91.85,100.0,63900,17,2,3,1,0,1,90.43,113.11,88.36250000000003,19.232545983307087
5.47,4.25,99.11,99.46,64800,18,2,3,1,0,1,81.22,68.08,81.53000000000003,30.43304454043364
2.56,4.93,98.08,93.4,65700,18,2,3,1,0,1,40.75,113.72,56.32250000000002,36.111364208514814
0.0,5.8,100.0,62.22,66600,18,2,3,1,0,1,12.89,90.43,34.86750000000002,34.552785102410006
0.0,19.76,100.0,22.02,67500,18,2,3,1,0,1,4.61,81.22,15.677500000000022,17.1728688634131
0.0,24.66,100.0,17.8,68400,19,2,3,0,0,1,4.46,40.75,6.605000000000022,4.190596616232384
0.0,24.66,100.0,17.8,69300,19,2,3,0,0,1,4.46,12.89,4.497500000000022,0.07499999984796415
0.0,24.62,100.0,17.83,70200,19,2,3,0,0,1,4.46,4.61,4.46,0.0
0.0,24.55,100.0,17.6,71100,19,2,3,0,0,1,4.46,4.46,4.442500000000021,0.03499999967379311
0.0,24.62,100.0,17.83,72000,20,2,3,0,0,1,4.39,4.46,4.442500000000021,0.03499999967379311
0.0,24.48,100.0,17.65,72900,20,2,3,0,0,1,4.46,4.46,4.425000000000021,0.0404145185606561
0.0,24.44,100.0,17.84,73800,20,2,3,0,0,1,4.39,4.46,4.417500000000021,0.034034296092113524
0.0,24.19,100.0,18.01,74700,20,2,3,0,0,1,4.43,4.39,4.4275000000000215,0.028722812835055105
0.0,24.3,100.0,17.93,75600,21,2,3,0,0,1,4.43,4.46,4.420000000000021,0.019999999428840724
0.0,24.37,100.0,18.16,76500,21,2,3,0,0,1,4.43,4.39,4.447500000000021,0.03499999967383156
0.0,24.26,100.0,17.96,77400,21,2,3,0,0,1,4.5,4.43,4.447500000000021,0.03499999967383156
0.0,24.16,100.0,18.15,78300,21,2,3,0,0,1,4.43,4.43,4.455000000000021,0.033166247559411804
0.0,24.16,100.0,18.04,79200,22,2,3,0,0,1,4.46,4.43,4.455000000000021,0.033166247559411804
2.27,12.78,88.34,31.76,80100,22,2,3,0,0,1,4.43,4.5,4.400000000000022,0.08124038390568457
5.76,0.0,57.99,100.0,81000,22,2,3,0,0,1,4.28,4.43,4.317500000000021,0.16499999993060402
6.08,0.0,55.25,100.0,81900,22,2,3,0,0,1,4.1,4.46,4.210000000000021,0.18055470078910232
6.48,0.0,53.19,100.0,82800,23,2,3,0,0,1,4.03,4.43,4.120000000000021,0.11045361006773176
5.65,0.0,57.39,100.0,83700,23,2,3,0,0,0,4.07,4.28,4.040000000000021,0.06055300689163806
5.76,0.0,56.65,100.0,84600,23,2,3,0,0,0,3.96,4.1,4.005000000000021,0.054467115249480766
5.58,0.0,57.87,100.0,85500,23,2,3,0,0,0,3.96,4.03,3.987500000000021,0.0549999997902205
6.05,0.0,55.44,100.0,0,0,2,3,0,0,0,3.96,4.07,3.9775000000000214,0.03499999967027044
5.4,0.0,53.51,100.0,900,0,3,3,0,0,0,4.03,3.96,3.8425000000000216,0.2835930182089245
5.29,0.0,53.5,100.0,1800,0,3,3,0,0,0,3.42,3.96,3.6900000000000213,0.35449494586444147
5.51,0.0,52.74,100.0,2700,0,3,3,0,0,0,3.35,3.96,3.5550000000000215,0.31838132269868136
5.58,0.0,52.26,100.0,3600,1,3,3,0,0,0,3.42,4.03,3.4025000000000216,0.03499999966592071
5.51,0.0,53.18,100.0,4500,1,3,3,0,0,0,3.42,3.42,3.4125000000000214,0.04573474219110027
5.36,0.0,53.79,100.0,5400,1,3,3,0,0,0,3.46,3.35,3.430000000000021,0.01999999941572507
5.62,0.0,52.76,100.0,6300,1,3,3,0,0,0,3.42,3.42,3.447500000000021,0.03403429608456149
5.47,0.0,52.57,100.0,7200,2,3,3,0,0,0,3.49,3.42,3.4375000000000213,0.0478713551437564
5.44,0.0,52.78,100.0,8100,2,3,3,0,0,0,3.38,3.46,3.4175000000000213,0.05188127449561251
5.62,0.0,52.43,100.0,9000,2,3,3,0,0,0,3.38,3.42,3.4275000000000215,0.05619905079234912
5.8,0.0,51.56,100.0,9900,2,3,3,0,0,0,3.46,3.49,3.4275000000000215,0.05619905079234912
5.69,0.0,51.52,100.0,10800,3,3,3,0,0,0,3.49,3.38,3.4375000000000213,0.047871355143756275
5.62,0.0,51.54,100.0,11700,3,3,3,0,0,0,3.42,3.38,3.4375000000000213,0.047871355143756275
5.58,0.0,52.7,100.0,12600,3,3,3,0,0,0,3.38,3.46,3.4375000000000213,0.047871355143756275
5.8,0.0,50.79,100.0,13500,3,3,3,0,0,0,3.46,3.49,3.4200000000000212,0.032659862879234274
5.76,0.0,52.57,100.0,14400,4,3,3,0,0,0,3.42,3.42,3.4550000000000214,0.07724420135718202
6.3,0.0,53.89,100.0,15300,4,3,3,0,0,0,3.56,3.38,3.6175000000000215,0.281232406815777
6.05,0.0,51.86,100.0,16200,4,3,3,0,0,0,4.03,3.46,3.6700000000000212,0.2608958923467796
5.65,0.0,51.78,100.0,17100,4,3,3,0,0,0,3.67,3.42,3.6700000000000212,0.2608958923467796
5.8,0.0,51.23,100.0,18000,5,3,3,0,0,0,3.42,3.56,3.645000000000022,0.2791057146973929
5.58,0.0,52.7,100.0,18900,5,3,3,0,0,0,3.46,4.03,3.5025000000000213,0.11324751642604354
5.47,0.0,53.46,100.0,19800,5,3,3,0,0,0,3.46,3.67,3.4500000000000215,0.019999999415980487
5.58,0.0,52.26,100.0,20700,5,3,3,0,0,0,3.46,3.42,3.4500000000000215,0.019999999415980487
5.51,0.0,52.74,100.0,21600,6,3,3,0,0,0,3.42,3.46,3.440000000000021,0.023094010261694747
5.58,0.0,52.26,100.0,22500,6,3,3,0,0,0,3.42,3.46,3.430000000000021,0.01999999941571581
5.76,0.0,50.61,100.0,23400,6,3,3,0,0,0,3.42,3.46,3.410000000000021,0.01999999941545076
5.54,0.0,52.53,100.0,24300,6,3,3,0,0,0,3.38,3.42,3.410000000000021,0.01999999941545076
5.58,0.0,51.81,100.0,25200,7,3,3,0,0,0,3.42,3.42,3.400000000000021,0.023094010261235854
5.33,0.0,52.76,100.0,26100,7,3,3,0,0,0,3.38,3.42,3.3725000000000214,0.04573474219086444
5.47,0.0,56.13,100.0,27000,7,3,3,0,0,0,3.31,3.38,3.4550000000000214,0.175973482784505
7.09,0.0,54.51,100.0,27900,7,3,3,0,0,0,3.71,3.42,3.7525000000000213,0.5976830263415547
7.27,0.0,64.65,100.0,28800,8,3,3,1,0,0,4.61,3.38,4.447500000000021,1.2644992421154315
45.9,0.0,80.9,100.0,29700,8,3,3,1,0,0,6.16,3.31,19.41500000000002,29.194207758845792
74.88,0.0,84.48,100.0,30600,8,3,3,1,0,0,63.18,3.71,48.04250000000002,54.143486142533035
76.32,0.0,78.5,100.0,31500,8,3,3,1,0,0,118.22,4.61,71.06500000000003,48.83843943725761
56.3,0.0,90.98,100.0,32400,9,3,3,1,0,0,96.7,6.16,100.38500000000002,27.370370232547003
42.19,0.0,91.54,100.0,33300,9,3,3,1,0,1,123.44,63.18,108.57500000000002,14.313782402520298
49.5,0.0,92.12,100.0,34200,9,3,3,1,0,1,95.94,118.22,108.31500000000003,14.087851740655836
41.44,0.0,91.16,100.0,35100,9,3,3,1,0,1,117.18,96.7,107.10750000000002,15.546706778822934
50.76,0.0,92.17,100.0,36000,10,3,3,1,0,1,91.87,123.44,106.39750000000002,14.587447514902387
45.97,0.0,90.97,100.0,36900,10,3,3,1,0,2,120.6,95.94,107.59500000000003,13.606445776421523
50.22,0.0,92.8,100.0,37800,10,3,3,1,0,2,100.73,117.18,109.57500000000002,15.856410901168651
36.58,0.0,93.68,100.0,38700,10,3,3,1,0,2,125.1,91.87,111.08750000000002,13.753771300993563
43.56,0.0,91.84,100.0,39600,11,3,3,1,0,2,97.92,120.6,106.21750000000003,12.668786774327096
61.16,0.0,82.96,100.0,40500,11,3,3,1,0,2,101.12,100.73,103.75000000000003,14.864727825741173
60.7,0.0,87.11,100.0,41400,11,3,3,1,0,2,90.86,125.1,99.39500000000002,6.991392326761189
62.32,0.0,86.42,100.0,42300,11,3,3,1,0,2,107.68,97.92,101.68000000000002,7.795947665295717
62.39,0.0,83.83,100.0,43200,12,3,3,1,0,2,107.06,101.12,100.38500000000003,8.331792524222848
2.52,13.0,97.57,65.37,44100,12,3,3,1,0,1,95.94,90.86,80.47750000000002,46.479065090282155
0.0,25.34,100.0,23.73,45000,12,3,3,1,0,1,11.23,107.68,55.105000000000025,53.80369287202015
0.0,25.16,100.0,24.43,45900,12,3,3,1,0,1,6.19,107.06,29.925000000000022,44.07223502387861
0.0,25.42,100.0,23.01,46800,13,3,3,1,0,1,6.34,95.94,7.442500000000021,2.5286013920705512
30.89,4.75,93.08,99.82,47700,13,3,3,1,0,2,6.01,11.23,24.30000000000002,36.24025110288269
38.34,0.0,92.36,100.0,48600,13,3,3,1,0,2,78.66,6.19,45.84750000000002,46.15121043916401
53.89,0.0,92.1,100.0,49500,13,3,3,1,0,2,92.38,6.34,76.10500000000002,51.032058224871584
28.08,0.0,93.02,100.0,50400,14,3,3,1,0,2,127.37,6.01,92.38750000000002,24.924391500429696
39.56,0.0,92.12,100.0,51300,14,3,3,1,0,2,71.14,78.66,96.14000000000001,23.241854487110693
36.65,0.0,93.37,100.0,52200,14,3,3,1,0,2,93.67,92.38,96.93000000000002,23.124859639214268
48.24,0.0,89.52,100.0,53100,14,3,3,1,0,2,95.54,127.37,89.30750000000002,12.182997373389842
53.86,0.0,92.14,100.0,54000,15,3,3,1,0,2,96.88,71.14,103.44500000000002,16.216852345632027
39.64,0.0,90.69,100.0,54900,15,3,3,1,0,2,127.69,93.67,101.35750000000002,18.29839041191046
55.76,0.0,89.94,100.0,55800,15,3,3,1,0,2,85.32,95.54,106.14750000000002,18.769619735094068
34.27,0.0,92.71,100.0,56700,15,3,3,1,0,2,114.7,96.88,103.1225,21.532741542436355
22.54,0.0,90.92,100.0,57600,16,3,3,1,0,2,84.78,127.69,83.50250000000003,26.7967340982694
34.02,0.0,90.02,100.0,58500,16,3,3,1,0,2,49.21,85.32,79.75750000000002,27.495714059952785
37.12,0.0,92.65,100.0,59400,16,3,3,1,0,2,70.34,114.7,73.93250000000003,18.68055919041725
34.7,0.0,91.95,100.0,60300,16,3,3,1,0,2,91.4,84.78,73.03250000000003,18.060157575909518
34.2,0.0,89.55,100.0,61200,17,3,3,1,0,2,81.18,49.21,77.93000000000002,10.535153851116016
48.2,0.0,91.01,100.0,62100,17,3,3,1,0,1,68.8,70.34,86.81500000000003,15.714005430401546
36.97,0.07,88.46,100.0,63000,17,3,3,1,0,1,105.88,91.4,81.49750000000002,17.176084875974688
0.18,6.26,100.0,98.18,63900,17,3,3,1,0,1,70.13,81.18,69.29250000000002,30.019985981564783
0.0,7.09,100.0,97.61,64800,18,3,3,1,0,1,32.36,68.8,60.05750000000002,35.41848516900002
42.8,0.47,80.71,100.0,65700,18,3,3,1,0,1,31.86,105.88,48.21250000000002,19.191278183939044
52.13,0.0,75.2,100.0,66600,18,3,3,1,0,1,58.5,70.13,45.54750000000002,15.522683133616642
30.17,0.0,87.17,100.0,67500,18,3,3,1,0,1,59.47,32.36,50.877500000000026,12.928687417264607
62.96,0.0,80.78,100.0,68400,19,3,3,0,0,1,53.68,31.86,64.48500000000001,14.755524389190999
40.07,0.0,84.08,100.0,69300,19,3,3,0,0,1,86.29,58.5,65.42000000000002,14.363140325152118
47.59,0.0,84.95,100.0,70200,19,3,3,0,0,1,62.24,59.47,69.71250000000002,14.556591576785635
18.9,0.0,93.52,100.0,71100,19,3,3,0,0,1,76.64,53.68,68.77500000000002,15.984093134530529
55.66,0.0,87.74,100.0,72000,20,3,3,0,0,1,49.93,86.29,72.64500000000001,22.274506354425633
34.63,0.0,94.37,100.0,72900,20,3,3,0,0,1,101.77,62.24,81.79000000000002,24.01946016601302
56.99,0.0,89.56,100.0,73800,20,3,3,0,0,1,98.82,76.64,91.31250000000001,28.4406544404313
27.25,0.0,93.83,100.0,74700,20,3,3,0,0,1,114.73,49.93,97.31500000000001,17.046846238137263
3.53,5.54,99.47,98.71,75600,21,3,3,0,0,1,73.94,101.77,80.39500000000002,35.13873883147608
0.0,23.11,100.0,28.65,76500,21,3,3,0,0,1,34.09,98.82,57.417500000000025,47.091738394329916
0.0,24.66,100.0,18.49,77400,21,3,3,0,0,1,6.91,114.73,29.89500000000002,32.268071422589294
0.0,23.29,100.0,18.07,78300,21,3,3,0,0,1,4.64,73.94,12.480000000000022,14.453633914462962
0.0,23.69,100.0,17.94,79200,22,3,3,0,0,1,4.28,34.09,5.037500000000021,1.258686484650961
1.69,14.18,92.22,27.34,80100,22,3,3,0,0,1,4.32,6.91,4.317500000000021,0.25038303984612004
5.15,0.0,59.88,100.0,81000,22,3,3,0,0,1,4.03,4.64,4.120000000000021,0.22105806169979758
5.11,0.0,60.57,100.0,81900,22,3,3,0,0,1,3.85,4.28,4.022500000000021,0.21281838887280402
4.57,0.0,64.13,100.0,82800,23,3,3,0,0,1,3.89,4.32,3.8975000000000213,0.09287087797408967
4.54,0.0,63.58,100.0,83700,23,3,3,0,0,0,3.82,4.03,3.825000000000021,0.06350852941904973
4.68,0.0,62.12,100.0,84600,23,3,3,0,0,0,3.74,3.85,3.7900000000000214,0.08124038389629301
5.08,0.0,59.29,100.0,85500,23,3,3,0,0,0,3.71,3.89,3.7525000000000213,0.04716990540159846
4.72,0.0,61.8,100.0,0,0,3,3,0,0,0,3.74,3.82,3.7250000000000214,0.01732050737074845
4.5,0.0,63.61,100.0,900,0,4,3,0,0,0,3.71,3.74,3.7175000000000216,0.01499999918586315
4.64,0.0,62.76,100.0,1800,0,4,3,0,0,0,3.71,3.71,3.7250000000000214,0.017320507370748632
4.82,0.0,61.71,100.0,2700,0,4,3,0,0,0,3.74,3.74,3.735000000000021,0.03316624753549646
5.22,0.0,58.65,100.0,3600,1,4,3,0,0,0,3.78,3.71,3.7525000000000213,0.034034296069245906
4.72,0.0,62.1,100.0,4500,1,4,3,0,0,0,3.78,3.71,3.760000000000021,0.023094010239309633
4.54,0.0,63.28,100.0,5400,1,4,3,0,0,0,3.74,3.74,3.7525000000000213,0.034034296069245906
4.68,0.0,62.43,100.0,6300,1,4,3,0,0,0,3.71,3.78,3.7425000000000215,0.028722812807768085
5.0,0.0,60.71,100.0,7200,2,4,3,0,0,0,3.74,3.78,3.7525000000000217,0.047169905401598565
4.86,0.0,60.26,100.0,8100,2,4,3,0,0,0,3.82,3.74,3.7350000000000216,0.06350852941864712
4.82,0.0,55.31,100.0,9000,2,4,3,0,0,0,3.67,3.71,3.6075000000000212,0.27849296814973035
4.75,0.0,55.87,100.0,9900,2,4,3,0,0,0,3.2,3.74,3.4725000000000215,0.3205594068324467
4.54,0.0,57.25,100.0,10800,3,4,3,0,0,0,3.2,3.82,3.310000000000021,0.24041630555214985
4.61,0.0,57.02,100.0,11700,3,4,3,0,0,0,3.17,3.67,3.1925000000000217,0.014999999175935958
4.64,0.0,56.77,100.0,12600,3,4,3,0,0,0,3.2,3.2,3.192500000000021,0.014999999175935958
4.82,0.0,55.31,100.0,13500,3,4,3,0,0,0,3.2,3.2,3.1925000000000217,0.014999999175935958
4.57,0.0,57.0,100.0,14400,4,4,3,0,0,0,3.2,3.17,3.1925000000000217,0.014999999175935958
4.61,0.0,56.17,100.0,15300,4,4,3,0,0,0,3.17,3.2,3.175000000000021,0.03316624753070757
4.64,0.0,57.25,100.0,16200,4,4,3,0,0,0,3.13,3.2,3.185000000000022,0.04654746654696162
4.54,0.0,57.61,100.0,17100,4,4,3,0,0,0,3.24,3.2,3.1850000000000214,0.04654746654696162
4.79,0.0,55.55,100.0,18000,5,4,3,0,0,0,3.2,3.17,3.192500000000021,0.04573474217643259
4.5,0.0,57.59,100.0,18900,5,4,3,0,0,0,3.2,3.13,3.202500000000022,0.02872281280243552
4.25,0.0,59.3,100.0,19800,5,4,3,0,0,0,3.17,3.24,3.175000000000021,0.03316624753070757
4.28,0.0,59.03,100.0,20700,5,4,3,0,0,0,3.13,3.2,3.157500000000021,0.03403429606428755
4.43,0.0,63.07,100.0,21600,6,4,3,0,0,0,3.13,3.2,3.2575000000000216,0.22911059914805706
4.28,0.0,62.42,100.0,22500,6,4,3,0,0,0,3.6,3.17,3.320000000000021,0.23137271513444238
4.25,0.0,58.93,100.0,23400,6,4,3,0,0,0,3.42,3.13,3.3125000000000213,0.23991317868904063
4.32,0.0,58.3,100.0,24300,6,4,3,0,0,0,3.1,3.13,3.3050000000000215,0.24785748588387496
4.21,0.0,58.79,100.0,25200,7,4,3,0,0,0,3.1,3.6,3.1700000000000212,0.16772994159838825
3.89,0.0,62.32,100.0,26100,7,4,3,0,0,0,3.06,3.42,3.090000000000021,0.019999999380502915
3.82,0.0,70.34,100.0,27000,7,4,3,0,0,0,3.1,3.1,3.260000000000021,0.3471791083988921
3.64,0.0,72.66,100.0,27900,7,4,3,0,0,0,3.78,3.1,3.4475000000000215,0.4256269884637908
5.54,0.0,67.58,100.0,28800,8,4,3,1,0,0,3.85,3.06,3.9525000000000214,0.8242724064141107
43.06,0.0,81.49,100.0,29700,8,4,3,1,0,0,5.08,3.1,18.31500000000002,28.16299522422968
69.26,0.0,86.36,100.0,30600,8,4,3,1,0,0,60.55,3.78,47.03500000000002,54.583153994616325
82.44,0.0,81.22,100.0,31500,8,4,3,1,0,0,118.66,3.85,74.76500000000001,53.49528483894646
29.52,0.0,92.99,100.0,32400,9,4,3,1,0,0,114.77,5.08,92.15250000000002,28.982493997814576
21.1,0.0,95.73,100.0,33300,9,4,3,1,0,1,74.63,60.55,94.49250000000002,25.781539099389683
32.83,0.0,95.74,100.0,34200,9,4,3,1,0,1,69.91,118.66,92.05250000000001,23.048910856409055
41.44,0.0,92.98,100.0,35100,9,4,3,1,0,1,108.9,114.77,89.54000000000002,20.107104880282733
49.32,0.0,92.68,100.0,36000,10,4,3,1,0,1,104.72,74.63,101.32000000000002,22.158440077467016
49.28,0.0,91.36,100.0,36900,10,4,3,1,0,2,121.75,69.91,111.52750000000003,7.265568915556606
35.28,0.0,92.23,100.0,37800,10,4,3,1,0,2,110.74,108.9,105.35250000000002,15.76632989421969
32.26,0.0,87.48,100.0,38700,10,4,3,1,0,2,84.2,104.72,93.73500000000003,28.425995731607333
26.6,0.0,91.16,100.0,39600,11,4,3,1,0,2,58.25,121.75,78.04750000000003,24.909175518270683
62.93,0.0,86.69,100.0,40500,11,4,3,1,0,2,59.0,110.74,77.72250000000003,24.342473682845288
61.13,0.0,86.15,100.0,41400,11,4,3,1,0,2,109.44,84.2,82.60250000000002,27.78682226643927
56.16,0.0,86.57,100.0,42300,11,4,3,1,0,2,103.72,58.25,92.32250000000002,22.777275773601446
46.62,0.0,84.29,100.0,43200,12,4,3,1,0,2,97.13,59.0,95.83250000000002,16.005814308141066
7.74,12.2,97.9,95.02,44100,12,4,3,1,0,1,73.04,109.44,77.77000000000002,30.096076156203733
0.0,25.02,100.0,25.72,45000,12,4,3,1,0,1,37.19,103.72,53.50500000000002,39.771807854308044
0.0,25.52,100.0,26.14,45900,12,4,3,1,0,1,6.66,97.13,30.950000000000024,31.508895040395355
0.0,25.78,100.0,26.9,46800,13,4,3,1,0,1,6.91,73.04,14.490000000000022,15.13494191157138
19.66,5.47,94.3,99.52,47700,13,4,3,1,0,2,7.2,37.19,19.115000000000023,24.3843317179969
50.65,0.0,91.04,100.0,48600,13,4,3,1,0,2,55.69,6.66,45.30500000000002,49.683023592906736
46.91,0.0,92.5,100.0,49500,13,4,3,1,0,2,111.42,6.91,72.13500000000002,50.997687856084994
31.72,0.0,92.3,100.0,50400,14,4,3,1,0,2,114.23,7.2,89.36000000000003,28.370506986423248
33.37,0.0,92.15,100.0,51300,14,4,3,1,0,2,76.1,55.69,95.22750000000002,20.390503304235224
39.46,0.0,92.32,100.0,52200,14,4,3,1,0,2,79.16,111.42,91.07000000000002,17.475439908626754
29.16,0.0,92.45,100.0,53100,14,4,3,1,0,2,94.79,114.23,80.19750000000002,10.332009727057804
32.33,0.0,94.73,100.0,54000,15,4,3,1,0,2,70.74,76.1,85.07750000000003,12.193682448985099
33.88,0.0,93.16,100.0,54900,15,4,3,1,0,2,95.62,79.16,86.99500000000002,11.538412658017073
55.08,0.0,91.26,100.0,55800,15,4,3,1,0,2,86.83,94.79,94.03250000000003,21.852385643983137
44.93,0.0,90.9,100.0,56700,15,4,3,1,0,2,122.94,70.74,100.84500000000001,15.492588550659692
40.18,0.0,89.81,100.0,57600,16,4,3,1,0,2,97.99,95.62,97.45000000000002,18.260012778382603
51.91,0.0,90.98,100.0,58500,16,4,3,1,0,2,82.04,86.83,104.19250000000002,18.009044718326976
36.43,0.0,87.99,100.0,59400,16,4,3,1,0,2,113.8,122.94,90.32250000000002,20.010641127494083
29.41,0.0,90.74,100.0,60300,16,4,3,1,0,2,67.46,97.99,81.70000000000002,22.836689777636735
17.42,0.0,94.58,100.0,61200,17,4,3,1,0,2,63.5,82.04,73.87000000000002,27.561763368841483
33.05,0.0,91.12,100.0,62100,17,4,3,1,0,1,50.72,113.8,63.69000000000001,9.498105074171626
20.41,0.0,93.84,100.0,63000,17,4,3,1,0,1,73.08,67.46,60.68500000000002,9.804276277897104
0.18,10.12,100.0,95.08,63900,17,4,3,1,0,1,55.44,63.5,52.57750000000002,17.268171829505572
0.0,10.3,100.0,94.74,64800,18,4,3,1,0,1,31.07,50.72,47.52000000000002,20.62897153681345
16.31,0.72,92.44,99.98,65700,18,4,3,1,0,1,30.49,73.08,39.13250000000002,11.630266190704885
40.61,0.0,83.64,100.0,66600,18,4,3,1,0,1,39.53,55.44,40.762500000000024,14.723245509510496
32.76,0.0,93.24,100.0,67500,18,4,3,1,0,1,61.96,31.07,54.127500000000026,24.203845940951847
31.82,0.0,94.46,100.0,68400,19,4,3,0,0,1,84.53,30.49,69.39250000000003,23.573358373384337
33.52,0.0,93.21,100.0,69300,19,4,3,0,0,1,91.55,39.53,81.07500000000002,13.088545883074707
36.32,0.0,94.47,100.0,70200,19,4,3,0,0,1,86.26,61.96,91.74750000000003,9.105281892031696
36.58,0.0,93.09,100.0,71100,19,4,3,0,0,1,104.65,84.53,93.92500000000003,7.743550004145086
28.87,0.0,96.32,100.0,72000,20,4,3,0,0,1,93.24,91.55,96.90250000000002,8.750262377020341
13.43,1.3,98.23,99.98,72900,20,4,3,0,0,1,103.46,86.26,92.96750000000002,15.817056984998652
6.73,1.94,99.14,99.93,73800,20,4,3,0,0,1,70.52,104.65,79.57500000000002,23.46048805971473
25.63,0.0,96.9,100.0,74700,20,4,3,0,0,1,51.08,93.24,81.40250000000002,25.10672469678231
15.34,1.76,97.97,99.97,75600,21,4,3,0,0,1,100.55,103.46,74.27500000000002,20.354682507963947
0.0,25.99,100.0,20.85,76500,21,4,3,0,0,1,74.95,70.52,58.03000000000002,40.40519521051718
0.0,26.6,100.0,15.63,77400,21,4,3,0,0,1,5.54,51.08,46.31250000000002,48.97900936455661
0.0,26.5,100.0,15.58,78300,21,4,3,0,0,1,4.21,100.55,22.22000000000002,35.15905288826722
0.0,26.5,100.0,15.44,79200,22,4,3,0,0,1,4.18,74.95,4.517500000000021,0.6822694970640831
1.8,14.98,91.46,26.22,80100,22,4,3,0,0,1,4.14,5.54,4.150000000000022,0.060553006727847046
4.54,0.0,63.58,100.0,81000,22,4,3,0,0,1,4.07,4.21,4.032500000000021,0.20022903541616718
4.32,0.0,65.15,100.0,81900,22,4,3,0,0,1,3.74,4.18,3.9150000000000214,0.22158519796441342
4.36,0.0,64.81,100.0,82800,23,4,3,0,0,1,3.71,4.14,3.8075000000000214,0.17557049853788811
4.28,0.0,65.5,100.0,83700,23,4,3,0,0,0,3.71,4.07,3.717500000000021,0.014999998559023137
4.1,0.0,67.1,100.0,84600,23,4,3,0,0,0,3.71,3.74,3.71,0.0
3.96,0.0,67.67,100.0,85500,23,4,3,0,0,0,3.71,3.71,3.692500000000021,0.034999999382153306
3.89,0.0,67.92,100.0,0,0,4,3,0,0,0,3.64,3.71,3.6650000000000214,0.05446711506400387
3.92,0.0,68.05,100.0,900,0,5,3,0,1,0,3.6,3.71,3.6475000000000213,0.04573474197348744
4.18,0.0,66.38,100.0,1800,0,5,3,0,1,0,3.64,3.71,3.6475000000000213,0.04573474197348744
4.36,0.0,65.11,100.0,2700,0,5,3,0,1,0,3.71,3.64,3.6725000000000216,0.06396613653646317
4.25,0.0,65.36,100.0,3600,1,5,3,0,1,0,3.74,3.6,3.6900000000000213,0.0439696860357462
4.28,0.0,65.5,100.0,4500,1,5,3,0,1,0,3.67,3.64,3.7075000000000213,0.02872281248002605
4.39,0.0,64.14,100.0,5400,1,5,3,0,1,0,3.71,3.71,3.697500000000021,0.03403429579245144
4.46,0.0,64.25,100.0,6300,1,5,3,0,1,0,3.67,3.74,3.697500000000021,0.03403429579245144
4.39,0.0,64.55,100.0,7200,2,5,3,0,1,0,3.74,3.67,3.7075000000000213,0.028722812480026047
